X,Y,Z,formation
14670116.34,4522934.95,-6474.39,fracture
14666646.16,4522942.39,-6473.51,fracture
14666131.91,4522957.23,-6442.03,fracture
14666941.26,4522947.28,-6469.99,fracture
14668356.43,4522961.33,-6446.16,fracture
14666912.33,4522985.47,-6455.77,fracture
14670303.13,4522991.25,-6479.97,fracture
14667308.57,4522993.08,-6448.12,fracture
14667886.87,4523014.84,-6444.71,fracture
14667488.48,4523004.33,-6436.93,fracture
14667515.63,4522999.37,-6461.82,fracture
14668588.24,4523023.12,-6475.76,fracture
14665337.56,4523038.39,-6465.97,fracture
14667115.18,4523032.26,-6466.72,fracture
14670091.09,4523043,-6459.14,fracture
14667537.81,4523034.38,-6460.05,fracture
14667744.91,4523064.44,-6468.29,fracture
14666470.38,4523059.34,-6436.9,fracture
14667108,4523060.24,-6460.87,fracture
14667176.25,4523056.09,-6436.35,fracture
14667450.35,4523057.01,-6458.93,fracture
14668945.53,4523073.72,-6450.46,fracture
14669181.7,4523076.11,-6453.14,fracture
14670469.69,4523071.5,-6481.6,fracture
14667208.82,4523064.74,-6450.05,fracture
14668306.72,4523085.78,-6473.2,fracture
14666756.46,4523084.66,-6442.02,fracture
14667881.44,4523096.02,-6448.54,fracture
14669890.34,4523109.21,-6446.41,fracture
14666603.73,4523115.23,-6430.16,fracture
14666952.78,4523108.38,-6453.81,fracture
14668578.73,4523130.43,-6457.95,fracture
14665205.74,4523121.87,-6442.58,fracture
14667895.17,4523145.42,-6457.07,fracture
14668154.98,4523142.72,-6457.12,fracture
14669414.74,4523140.58,-6450.44,fracture
14669147.8,4523175.8,-6456.28,fracture
14667610.88,4523177.78,-6451.66,fracture
14667609.92,4523186.49,-6435.99,fracture
14667609.16,4523203.29,-6463.11,fracture
14668052.81,4523238.25,-6452.52,fracture
14668637.75,4523235.74,-6472.26,fracture
14669854.28,4523233.51,-6458.13,fracture
14666592.91,4523234.66,-6439.35,fracture
14667182.69,4523226.39,-6452.28,fracture
14667888.55,4523247.67,-6465.22,fracture
14667472.37,4523236.86,-6446.75,fracture
14669306.26,4523262.67,-6451.28,fracture
14667104.8,4523261.03,-6430.7,fracture
14668032.43,4523293.97,-6459.02,fracture
14670546.47,4523282.06,-6483.77,fracture
14666612.29,4523282.54,-6425.98,fracture
14666868.91,4523281.96,-6454.28,fracture
14668602.17,4523295.3,-6444.35,fracture
14668103.35,4523310.55,-6462.84,fracture
14668477.6,4523305.05,-6453.48,fracture
14668251.78,4523313.88,-6468.42,fracture
14667685.35,4523307.98,-6430.65,fracture
14668087.1,4523325,-6442.98,fracture
14668786.16,4523330.38,-6454.15,fracture
14667947.07,4523344.36,-6448.47,fracture
14668401.1,4523339.77,-6472.16,fracture
14666731.26,4523335.18,-6435.38,fracture
14668358.9,4523350.08,-6446.49,fracture
14668483.52,4523344.74,-6451.45,fracture
14666502.93,4523345.02,-6430.87,fracture
14667213.94,4523337.25,-6447.47,fracture
14666812.56,4523351.08,-6446.37,fracture
14668046.53,4523367.36,-6452,fracture
14668247.54,4523369.5,-6453.17,fracture
14666427.1,4523365.69,-6424.15,fracture
14665739.5,4523384.22,-6458.65,fracture
14667284.13,4523381.47,-6459.68,fracture
14667414.41,4523390.77,-6435.48,fracture
14668177.4,4523407.44,-6448.88,fracture
14666723.56,4523405.56,-6452.38,fracture
14666849.23,4523411.13,-6419.56,fracture
14667262.06,4523405.14,-6457.05,fracture
14670524.36,4523421.84,-6455.08,fracture
14668823.51,4523439.59,-6468.83,fracture
14669008.14,4523437.05,-6472.57,fracture
14667711.87,4523426.07,-6434.11,fracture
14666503.54,4523440.67,-6431.29,fracture
14666950.5,4523449.44,-6445.36,fracture
14668223.66,4523464.93,-6443.92,fracture
14667171.11,4523459.53,-6435,fracture
14667434.57,4523454.25,-6438.89,fracture
14668189.01,4523473.8,-6461.24,fracture
14667731.18,4523466.02,-6457.27,fracture
14667312.9,4523477.34,-6438.02,fracture
14668125.71,4523497.26,-6442.85,fracture
14666192.62,4523490.12,-6444.94,fracture
14667025.58,4523514.11,-6435.86,fracture
14667794.86,4523508.3,-6436.31,fracture
14668306.98,4523525.14,-6456.05,fracture
14668283.31,4523539.14,-6438.35,fracture
14667293.41,4523546.3,-6452.3,fracture
14668869.24,4523567.16,-6464.67,fracture
14668725.07,4523576.79,-6444,fracture
14669055.15,4523574.87,-6438.85,fracture
14668336.15,4523581.79,-6450.27,fracture
14667600.72,4523572.38,-6455.58,fracture
14669698.29,4523605.67,-6452.69,fracture
14665994.24,4523602.99,-6427.34,fracture
14668055.08,4523625.82,-6461.71,fracture
14668504.25,4523620.63,-6468.09,fracture
14668582.97,4523618.31,-6437.18,fracture
14668831.6,4523614.84,-6453.59,fracture
14669997.12,4523622.16,-6442.48,fracture
14667324.65,4523622.31,-6434.4,fracture
14667881.3,4523617.21,-6440.74,fracture
14668043.3,4523642.75,-6459.46,fracture
14669804.93,4523629.74,-6475.26,fracture
14667159.73,4523641.55,-6460.12,fracture
14668185,4523676.76,-6440.83,fracture
14668548.42,4523725.46,-6466.83,fracture
14668113.93,4523740.57,-6441.18,fracture
14668528.95,4523738.77,-6465.07,fracture
14668744.45,4523731.62,-6460.11,fracture
14669108.05,4523736.96,-6460.19,fracture
14669173.97,4523737.83,-6470.89,fracture
14668157.74,4523750.69,-6462.99,fracture
14668429.76,4523756.74,-6447.97,fracture
14670256.73,4523756.8,-6448.5,fracture
14667561.67,4523749.19,-6444.77,fracture
14668187.98,4523781.33,-6453.22,fracture
14666967.41,4523781.84,-6429.38,fracture
14669904.37,4523808.84,-6463.02,fracture
14667114.92,4523806.82,-6435.22,fracture
14666970.11,4523822.75,-6427.8,fracture
14667361.17,4523831.27,-6449.87,fracture
14667380.93,4523828.08,-6430.84,fracture
14669172.05,4523859.19,-6451.2,fracture
14665869.22,4523852.32,-6460.67,fracture
14668760.24,4523866.51,-6464.73,fracture
14668854.97,4523872.84,-6466.54,fracture
14667290.97,4523868.34,-6439.81,fracture
14668552.61,4523902.2,-6455.17,fracture
14666369.95,4523906.42,-6437.12,fracture
14669083.43,4523912.26,-6430.91,fracture
14668194.25,4523954.18,-6446.79,fracture
14668519.81,4523943.19,-6454.37,fracture
14665832.63,4523945.96,-6462.14,fracture
14667487.63,4523952.91,-6445.97,fracture
14667509.24,4523945.15,-6451.91,fracture
14669042.9,4523961,-6464.83,fracture
14669301.82,4523971.41,-6463.79,fracture
14666349.51,4523975.39,-6428.48,fracture
14668484.38,4523996.2,-6432,fracture
14668552.51,4523999.14,-6443.5,fracture
14668485.47,4524009.86,-6432.6,fracture
14668486.58,4524012.34,-6464.6,fracture
14669025.48,4524019.03,-6444.14,fracture
14668522.11,4524042.12,-6460.2,fracture
14668421.38,4524063.64,-6459.08,fracture
14668238.53,4524070.66,-6471.26,fracture
14668777.03,4524066.45,-6461.68,fracture
14667628,4524057.63,-6454.89,fracture
14667920.39,4524052.49,-6466.76,fracture
14666132.89,4524087.48,-6438.1,fracture
14668010.76,4524077.03,-6435.31,fracture
14666182.22,4524094.18,-6454.19,fracture
14666824.34,4524092.04,-6451.43,fracture
14667521.24,4524094.79,-6435.16,fracture
14666742.11,4524110.69,-6463.12,fracture
14667624,4524106.77,-6443.54,fracture
14668558.99,4524144.57,-6464.99,fracture
14668732.42,4524150.62,-6442.96,fracture
14669386.62,4524167.27,-6456.16,fracture
14667411.08,4524168.26,-6457.87,fracture
14669136.34,4524199.2,-6466.83,fracture
14668662.4,4524217.65,-6438.29,fracture
14668951.35,4524214.91,-6467.27,fracture
14668380.42,4524235.85,-6465.34,fracture
14668854.32,4524245.83,-6465.97,fracture
14667280.45,4524239.01,-6450.32,fracture
14668372.72,4524259.55,-6461.02,fracture
14669153.05,4524251.83,-6454.76,fracture
14667180.62,4524246.89,-6435.12,fracture
14668565.41,4524271,-6460.19,fracture
14667361.38,4524262.86,-6439.54,fracture
14666909.23,4524290,-6440.63,fracture
14668050.81,4524279.28,-6468.06,fracture
14666225.85,4524302.06,-6471.31,fracture
14668052.58,4524296.25,-6467.75,fracture
14667276,4524307.12,-6440.93,fracture
14668970.94,4524335.75,-6450.75,fracture
14667449.81,4524334.18,-6457.95,fracture
14667140.91,4524340.34,-6455.35,fracture
14667537.39,4524359.05,-6449.9,fracture
14668582.88,4524384.06,-6448.8,fracture
14668714.93,4524382.23,-6469.12,fracture
14667701.57,4524372.62,-6435.46,fracture
14668519.63,4524398.27,-6441.26,fracture
14668767.69,4524411.53,-6438.89,fracture
14667061.72,4524408.64,-6448.72,fracture
14668423.3,4524440.95,-6479.22,fracture
14667887.29,4524426.37,-6464.05,fracture
14668760.84,4524440.23,-6450.55,fracture
14668502.83,4524461.35,-6451.3,fracture
14666243.22,4524457.46,-6454.16,fracture
14668001.05,4524449.46,-6435.02,fracture
14668134.97,4524440.92,-6446.04,fracture
14668590.42,4524466.95,-6459.13,fracture
14667730.85,4524467.69,-6438.04,fracture
14666644.63,4524485.75,-6454.68,fracture
14667655.33,4524481.48,-6458.84,fracture
14667289.71,4524508.3,-6440.98,fracture
14667005.7,4524536.84,-6451.05,fracture
14667835.62,4524550.67,-6445.37,fracture
14668234.53,4524546.86,-6459.14,fracture
14667134.52,4524595.67,-6443.68,fracture
14667185.37,4524611.58,-6465.88,fracture
14667187.62,4524621.75,-6460.19,fracture
14667518.08,4524625.88,-6460.04,fracture
14666140.96,4524642.24,-6468.33,fracture
14667850.98,4524635.77,-6447.84,fracture
14668265.58,4524612.39,-6453.46,fracture
14667694.45,4524644.96,-6431.53,fracture
14668085.79,4524646.56,-6470.13,fracture
14666808.85,4524674.29,-6470.68,fracture
14667921.38,4524677.87,-6456.9,fracture
14667379.91,4524695.06,-6433.44,fracture
14668090.85,4524672.51,-6439.97,fracture
14667037.29,4524700.45,-6452.71,fracture
14666288.25,4524730.43,-6466.5,fracture
14666679.39,4524746.21,-6452.09,fracture
14666094.06,4524749.49,-6452.2,fracture
14667285.44,4524778.11,-6439.84,fracture
14666093.77,4524805.42,-6452.84,fracture
14667266.1,4524797.55,-6428.63,fracture
14667239.25,4524886.47,-6442.16,fracture
14667364.45,4524903.37,-6434.85,fracture
14666526.61,4524963.92,-6455.96,fracture
14666919.08,4525009.42,-6444.16,fracture
14669192.26,4520708.16,-6499.48,fracture
14669287.73,4520728.12,-6494.16,fracture
14669351.54,4520893.8,-6507.75,fracture
14669719.51,4520951.2,-6516.9,fracture
14668110.8,4521060.23,-6518.78,fracture
14668029.65,4521086.86,-6502.53,fracture
14668065,4521098.37,-6503.68,fracture
14667780.57,4521250.95,-6504.16,fracture
14668078.86,4521286.23,-6512.83,fracture
14667601.74,4521338.27,-6523.58,fracture
14669544.37,4521353.04,-6488.09,fracture
14668395.05,4521358.42,-6478.98,fracture
14668512.82,4521391.75,-6483.84,fracture
14667252.19,4521407.61,-6505.31,fracture
14667163.27,4521421.67,-6513.78,fracture
14667698.81,4521421.47,-6523.72,fracture
14669105.91,4521418.08,-6497.98,fracture
14668070.42,4521445.91,-6514.67,fracture
14667114.51,4521464.31,-6503.15,fracture
14667328.99,4521477.79,-6485.12,fracture
14667190.48,4521494.56,-6506.16,fracture
14667224.01,4521493.91,-6482.63,fracture
14667198.53,4521496.63,-6503.89,fracture
14667477.01,4521499.05,-6499.77,fracture
14667523.65,4521497.96,-6512.38,fracture
14668067.06,4521504.33,-6504.76,fracture
14668060.03,4521508.32,-6504.28,fracture
14669792.55,4521505.76,-6485.89,fracture
14667322.51,4521526.33,-6488.33,fracture
14667692.1,4521522.99,-6502.65,fracture
14667503.11,4521534.64,-6497.86,fracture
14668614.04,4521533.43,-6514.9,fracture
14666715.24,4521578.83,-6505.12,fracture
14666721.71,4521584.88,-6494.86,fracture
14666757.16,4521565.79,-6483.43,fracture
14667350.11,4521582.34,-6482.57,fracture
14666720.56,4521591.49,-6481.51,fracture
14666870.21,4521584.81,-6477.6,fracture
14667168.81,4521606.01,-6471.88,fracture
14667460.44,4521612.74,-6478.93,fracture
14667617.7,4521610.12,-6509.87,fracture
14666893.51,4521600.83,-6476.81,fracture
14666929.17,4521606.73,-6470.7,fracture
14666546.53,4521640.79,-6520.54,fracture
14666928.68,4521637.61,-6486.15,fracture
14666443.52,4521677.42,-6497.19,fracture
14666932.01,4521652.97,-6481.2,fracture
14666758.89,4521689.08,-6472.98,fracture
14667242.88,4521711.6,-6497.44,fracture
14667267,4521714.53,-6471.52,fracture
14666576.45,4521698.12,-6496.41,fracture
14667736.58,4521717.04,-6494.89,fracture
14668172.11,4521711.22,-6515.95,fracture
14666462.58,4521709.08,-6516.41,fracture
14666583.59,4521712.86,-6503.9,fracture
14667336.24,4521752.8,-6492.06,fracture
14669002.09,4521741.13,-6505.28,fracture
14666903.75,4521734.35,-6461.75,fracture
14667317.04,4521798.82,-6498.55,fracture
14667075,4521805.26,-6476.33,fracture
14667753.06,4521846.04,-6507.45,fracture
14668117.91,4521855.3,-6496.27,fracture
14666074.31,4521859.35,-6524.54,fracture
14666275.31,4521856.83,-6521.03,fracture
14666709.36,4521872.74,-6472.09,fracture
14670087.87,4521904.11,-6479.31,fracture
14666814.68,4521920.16,-6494.58,fracture
14666489.38,4521928.73,-6510.91,fracture
14666596.77,4521931.13,-6496.13,fracture
14667335.19,4521968.44,-6479.6,fracture
14667899.88,4521968.92,-6484.57,fracture
14668288.97,4521958.98,-6497.01,fracture
14666418.22,4521963.23,-6519.08,fracture
14668710.79,4521968.73,-6495.34,fracture
14666054.88,4521974.34,-6507.5,fracture
14666263.95,4521972.22,-6493.3,fracture
14667630.13,4521998.75,-6501.11,fracture
14667330.55,4522013.4,-6464.88,fracture
14666109.84,4522002.17,-6498.32,fracture
14667506.79,4522015.48,-6506.9,fracture
14667939.59,4522016.44,-6504.2,fracture
14668467.12,4522013.26,-6507.12,fracture
14666238.62,4522010.19,-6519.51,fracture
14667134.89,4522010.81,-6460.98,fracture
14666162.17,4522027.92,-6517.67,fracture
14666610.56,4522028.97,-6492.74,fracture
14668223.54,4522044.14,-6496.8,fracture
14668331.91,4522046.87,-6489.35,fracture
14665837.37,4522042.67,-6508.6,fracture
14666619.43,4522039.12,-6489.7,fracture
14666828.66,4522036.31,-6474.21,fracture
14668170.2,4522052.36,-6497.92,fracture
14666279.88,4522054.63,-6526.35,fracture
14666762.91,4522064.6,-6475.65,fracture
14666088.29,4522077.42,-6520.9,fracture
14666967.6,4522081.4,-6477.34,fracture
14667397.86,4522131.12,-6489.87,fracture
14668816.94,4522122.1,-6493.02,fracture
14666435.28,4522124.18,-6493.19,fracture
14666876.48,4522123.12,-6472.85,fracture
14666031.78,4522129.14,-6525.31,fracture
14666701.3,4522136.79,-6486.41,fracture
14666822.14,4522186.06,-6477.1,fracture
14667983.47,4522201.75,-6518.88,fracture
14668168.81,4522207.63,-6514.94,fracture
14667965.5,4522220.15,-6502.92,fracture
14668762.34,4522211.2,-6497.13,fracture
14668767.29,4522219.22,-6475.21,fracture
14666189.69,4522217.81,-6506.69,fracture
14667438.16,4522238.15,-6489.14,fracture
14667095.25,4522224.24,-6483.21,fracture
14668313.12,4522241.42,-6504.25,fracture
14667787.58,4522252.49,-6485.47,fracture
14666842.15,4522255.21,-6489.19,fracture
14666885.98,4522273.6,-6491.86,fracture
14666308.01,4522283.88,-6527.43,fracture
14666903.38,4522288.4,-6473.42,fracture
14667080.39,4522331.34,-6486.55,fracture
14668123.23,4522347.83,-6512.69,fracture
14666984.16,4522338.19,-6496.67,fracture
14666474.91,4522358.13,-6502.78,fracture
14666507.58,4522383.04,-6513.66,fracture
14668519.09,4522391.21,-6504.11,fracture
14668554.78,4522417.95,-6510.48,fracture
14666715.74,4522410.99,-6515.01,fracture
14668314.53,4522426.51,-6492.77,fracture
14666909.02,4522417.9,-6477.58,fracture
14667026.08,4522422.2,-6489.31,fracture
14666264.8,4522435.88,-6529.55,fracture
14667844.67,4522448.24,-6493.19,fracture
14668217.51,4522458.38,-6493.91,fracture
14668233.77,4522450.14,-6506.44,fracture
14668388.43,4522451.65,-6499.35,fracture
14666675.76,4522456.24,-6496.47,fracture
14668504.67,4522461.93,-6485.89,fracture
14666506.77,4522476.08,-6500.22,fracture
14667564.64,4522506.45,-6476.6,fracture
14666559.89,4522512.78,-6519.23,fracture
14668368.02,4522523.03,-6502.55,fracture
14667826.69,4522536.14,-6506.72,fracture
14667272.22,4522532.35,-6488.78,fracture
14667734.19,4522555.42,-6480.67,fracture
14667983.48,4522557.55,-6505.68,fracture
14667333.54,4522546.22,-6487.99,fracture
14667704.24,4522576.64,-6508.27,fracture
14667538.04,4522590.03,-6476.27,fracture
14669784.28,4522587.14,-6491.19,fracture
14668640.51,4522601.92,-6493.78,fracture
14668595.91,4522615.31,-6487.3,fracture
14666799.25,4522639.89,-6505.32,fracture
14668125.04,4522661.92,-6484.34,fracture
14665260.62,4522667.21,-6492.89,fracture
14667067.34,4522672.08,-6475.1,fracture
14667214.3,4522664.81,-6504.62,fracture
14667237.71,4522664,-6500.64,fracture
14668082.75,4522688.32,-6512.83,fracture
14666569.8,4522678.51,-6506.95,fracture
14667301.54,4522687.29,-6495.23,fracture
14666199.69,4522701.86,-6527.35,fracture
14668194.68,4522714.75,-6500.32,fracture
14669145.31,4522709.56,-6484.96,fracture
14667074.02,4522713.81,-6477.04,fracture
14668821.76,4522728.44,-6510.82,fracture
14666599.76,4522721.06,-6524.24,fracture
14667333.9,4522714.04,-6482.26,fracture
14666470.59,4522732.77,-6520.97,fracture
14667013.2,4522734.06,-6507.68,fracture
14665086.52,4522748.73,-6503.48,fracture
14667721.01,4522775.73,-6484.48,fracture
14668816.79,4522767.59,-6504.24,fracture
14666767.41,4522758.84,-6512.67,fracture
14668977.85,4522787.95,-6490.06,fracture
14667774.83,4522818.81,-6485.3,fracture
14666214.43,4522813.57,-6493.39,fracture
14667403.18,4522805.93,-6477.37,fracture
14667789.91,4522826.59,-6492.21,fracture
14668681.46,4522823.37,-6506.95,fracture
14667727.96,4522870.69,-6488.89,fracture
14670492.92,4522843.99,-6516.43,fracture
14665991.16,4522876.89,-6490.96,fracture
14667785.34,4522891.63,-6492.79,fracture
14668062.86,4522889.77,-6494.78,fracture
14668397.39,4522890.37,-6510.14,fracture
14668700.69,4522882.83,-6485.68,fracture
14667345.08,4522920.41,-6485.8,fracture
14670037.15,4522936.49,-6485.74,fracture
14667405.57,4522941.83,-6493.26,fracture
14666397.31,4522958.06,-6514.68,fracture
14667824.61,4522983.14,-6474.49,fracture
14668482.08,4522989.51,-6476.14,fracture
14668573.77,4522987.34,-6478.61,fracture
14668802.68,4522983.72,-6485.25,fracture
14665246.88,4522987.26,-6471.42,fracture
14667717.09,4523005.7,-6501.74,fracture
14667744.25,4523000.26,-6503.96,fracture
14668244.95,4522999.01,-6482.51,fracture
14667550.37,4522995.07,-6482.64,fracture
14666937.2,4523012.15,-6498.26,fracture
14667714.02,4523033.38,-6475.42,fracture
14667744.57,4523035.94,-6495.81,fracture
14667245.26,4523019.13,-6480.65,fracture
14667440.08,4523013.49,-6489.87,fracture
14667940.56,4523052.28,-6498.11,fracture
14670014.23,4523037.16,-6489.46,fracture
14666326.28,4523049.32,-6483.48,fracture
14666722.42,4523062.09,-6492.71,fracture
14668356.38,4523083.9,-6503.98,fracture
14668342.63,4523103.97,-6501.22,fracture
14666711.25,4523105.08,-6464.8,fracture
14669875.77,4523107.09,-6508.99,fracture
14668135.52,4523141.62,-6494.42,fracture
14667063.9,4523150.06,-6488.1,fracture
14669816.95,4523166.71,-6505.12,fracture
14667553.42,4523154.44,-6496.78,fracture
14668543,4523190.52,-6493.28,fracture
14667233.44,4523178.79,-6466.06,fracture
14667915.61,4523200.51,-6490.21,fracture
14668876.62,4523196.67,-6500.51,fracture
14667623.18,4523191.43,-6483.18,fracture
14666467.48,4523215.81,-6473.73,fracture
14667442.23,4523208.32,-6492.59,fracture
14668573.42,4523223.41,-6493.74,fracture
14668208.3,4523239.22,-6486.91,fracture
14668383.07,4523233.17,-6503.85,fracture
14667312.56,4523231.83,-6479.39,fracture
14667316.97,4523229.77,-6488.23,fracture
14667354.55,4523230.53,-6466.45,fracture
14667446.59,4523228.92,-6484.65,fracture
14667041.93,4523240.25,-6485.48,fracture
14667830.3,4523270.83,-6473.42,fracture
14667884.06,4523268.31,-6489.12,fracture
14666150.93,4523262.35,-6473.67,fracture
14668956.16,4523270.13,-6495.62,fracture
14667515.76,4523266.01,-6500.95,fracture
14668229.13,4523292.71,-6505.39,fracture
14667471.61,4523282.25,-6475.38,fracture
14665495.37,4523306.17,-6495.76,fracture
14667955.37,4523317.4,-6495.84,fracture
14666683.03,4523322.02,-6487.96,fracture
14667635.04,4523310.38,-6471.69,fracture
14667944.04,4523341.04,-6498.77,fracture
14669058.14,4523333.94,-6493.39,fracture
14666652.26,4523335.09,-6467.3,fracture
14667151.28,4523340.26,-6474.46,fracture
14667961.45,4523382.07,-6492.62,fracture
14668462.75,4523377.8,-6487.08,fracture
14667551.16,4523372.33,-6467.3,fracture
14666625.46,4523397.04,-6464,fracture
14670392.51,4523411.05,-6508.93,fracture
14670723.57,4523404.35,-6498.23,fracture
14665472.8,4523419.28,-6479.05,fracture
14666803.48,4523422.51,-6460.03,fracture
14667292.71,4523433.7,-6480.6,fracture
14668093.58,4523458.1,-6497.56,fracture
14667133.43,4523452.47,-6490.89,fracture
14669841.02,4523465.94,-6497.7,fracture
14667722.09,4523455.46,-6467.14,fracture
14667900.67,4523482.68,-6493.21,fracture
14668868.06,4523471.47,-6495.04,fracture
14666883.8,4523471.14,-6471.89,fracture
14670558.47,4523478.76,-6523.01,fracture
14667619.18,4523476.73,-6475.33,fracture
14668165.77,4523509.5,-6472.46,fracture
14666663.72,4523500.7,-6484.39,fracture
14667031.69,4523525.97,-6497.93,fracture
14667734.67,4523512.19,-6479,fracture
14667670.73,4523529.03,-6497.75,fracture
14669143.66,4523554.46,-6490.96,fracture
14667674.73,4523542.44,-6476.93,fracture
14665625.69,4523560.34,-6486.51,fracture
14665746.66,4523567.65,-6467.73,fracture
14668315.44,4523577.43,-6479.53,fracture
14669603.41,4523576.45,-6490.71,fracture
14668601.71,4523583.33,-6484.39,fracture
14668012.38,4523606.86,-6499.96,fracture
14668309.05,4523607.77,-6479.47,fracture
14668354.84,4523605.96,-6472.66,fracture
14667718.92,4523595.02,-6479.55,fracture
14668121.18,4523625.41,-6473.54,fracture
14668185.98,4523620.5,-6495.17,fracture
14667385.57,4523608.83,-6493.88,fracture
14666891.15,4523621.91,-6489.94,fracture
14668152.25,4523648.94,-6471.76,fracture
14666495.94,4523647.04,-6480.46,fracture
14668530.35,4523658.91,-6487.57,fracture
14670594.51,4523666.86,-6479.11,fracture
14667328.6,4523671.3,-6481.84,fracture
14667678.48,4523661.88,-6498.16,fracture
14667786.93,4523667.19,-6481.24,fracture
14669238.4,4523682.71,-6508.9,fracture
14668842,4523695.11,-6479.88,fracture
14668918.22,4523694.6,-6507.18,fracture
14666941.55,4523693.75,-6477.02,fracture
14668160,4523716.05,-6504.83,fracture
14668341.39,4523709.67,-6488.9,fracture
14668545.59,4523705.15,-6482.5,fracture
14665917.04,4523717.11,-6468.57,fracture
14666926.82,4523722.19,-6484.39,fracture
14667003.58,4523724.35,-6483.06,fracture
14667861.22,4523724,-6486.07,fracture
14668197.71,4523747.02,-6495.21,fracture
14670285.53,4523743.61,-6519.35,fracture
14665465.95,4523778.08,-6483.41,fracture
14666054.18,4523751.62,-6485.06,fracture
14666320.1,4523749.58,-6486.25,fracture
14668110.07,4523768.9,-6481.58,fracture
14668155.11,4523768.42,-6479.86,fracture
14668569.57,4523768.06,-6489.98,fracture
14669699.39,4523765.27,-6505.13,fracture
14667483.64,4523753.26,-6484.07,fracture
14667907.65,4523756.82,-6466.71,fracture
14668300.46,4523801.26,-6504.2,fracture
14667433.73,4523786.55,-6489.37,fracture
14666113.01,4523806.15,-6485.3,fracture
14669823.11,4523811.63,-6488.02,fracture
14666888.43,4523812.6,-6472.99,fracture
14667476.81,4523812.07,-6474.33,fracture
14666138.7,4523826.2,-6482.54,fracture
14668365.97,4523832.56,-6491.35,fracture
14668613.33,4523832.23,-6497.65,fracture
14666310.57,4523840.48,-6494.93,fracture
14667471.87,4523834.74,-6487.07,fracture
14668137.3,4523860.62,-6477.15,fracture
14667527.47,4523852.21,-6479.19,fracture
14667901.51,4523845.35,-6481.79,fracture
14668253.47,4523867.58,-6473.11,fracture
14669308,4523869.33,-6493.15,fracture
14669490.21,4523872.73,-6481.04,fracture
14668465.35,4523884.35,-6504.57,fracture
14665645.87,4523880.26,-6487.33,fracture
14670316.92,4523895.35,-6499.27,fracture
14667553.22,4523887.79,-6493.37,fracture
14667067.82,4523898.8,-6490.31,fracture
14670054.48,4523912.13,-6514.23,fracture
14667901.4,4523906.52,-6488.32,fracture
14669105.7,4523945.63,-6493.35,fracture
14667878.7,4523936.48,-6495.64,fracture
14668666.16,4523991.76,-6488.09,fracture
14667094.87,4524008.84,-6473.45,fracture
14668299.76,4524043.45,-6504.22,fracture
14668973.72,4524052.03,-6491.46,fracture
14668680.96,4524087.4,-6472.27,fracture
14665929.42,4524086.29,-6482.03,fracture
14666508.41,4524088.25,-6505.87,fracture
14668299.7,4524111.44,-6510.41,fracture
14667350.67,4524096.91,-6500.15,fracture
14668727.52,4524120.45,-6506.38,fracture
14666436.12,4524109.55,-6497.32,fracture
14667353.74,4524116.48,-6495.02,fracture
14669264.41,4524133.98,-6509.46,fracture
14667020.46,4524138.78,-6503.74,fracture
14667322.22,4524140.38,-6478.44,fracture
14669307.17,4524169.23,-6487.61,fracture
14668314.54,4524185.73,-6497.21,fracture
14666684.7,4524197.04,-6500.84,fracture
14667696.43,4524186.01,-6496.97,fracture
14668148.08,4524193.38,-6488.15,fracture
14667469.64,4524212.06,-6476.62,fracture
14667862.65,4524208.05,-6472.76,fracture
14668907.75,4524225,-6479.06,fracture
14665923.75,4524227.78,-6507.63,fracture
14666636.13,4524226.32,-6489.51,fracture
14668647.64,4524235.51,-6508.26,fracture
14668138.58,4524227.67,-6490.18,fracture
14668329.84,4524249.53,-6512.38,fracture
14667760.01,4524258.02,-6475.28,fracture
14668582.72,4524277.85,-6477.26,fracture
14667923.22,4524264.67,-6497.8,fracture
14668881.08,4524283.41,-6491.77,fracture
14666132.24,4524280.78,-6503.72,fracture
14668522.74,4524299.52,-6496.06,fracture
14665905.51,4524311.2,-6507.82,fracture
14668074.52,4524299.72,-6485.85,fracture
14667857.48,4524332.99,-6494,fracture
14667492.23,4524358.98,-6472.75,fracture
14668432.3,4524393.39,-6479.92,fracture
14667630.68,4524375.18,-6478.64,fracture
14667256.91,4524390.34,-6502.09,fracture
14666450.93,4524404,-6486.12,fracture
14668822.82,4524415.8,-6492.25,fracture
14667809.19,4524421.31,-6469.09,fracture
14668756.17,4524439.89,-6497.32,fracture
14667442.58,4524434.73,-6478.04,fracture
14667127.88,4524442.31,-6481.33,fracture
14668184.65,4524434.41,-6504.15,fracture
14667070.6,4524450.21,-6491.69,fracture
14666480.7,4524467.74,-6498.01,fracture
14666349.75,4524476.03,-6495.52,fracture
14667957.44,4524464.48,-6493.57,fracture
14667698.63,4524474.42,-6493.42,fracture
14667492.38,4524505.37,-6497.29,fracture
14668065.39,4524557.52,-6489,fracture
14667567.85,4524585.19,-6486.57,fracture
14668059.18,4524617.3,-6501.86,fracture
14668104.82,4524612.58,-6493.92,fracture
14667058.42,4524629.91,-6481.52,fracture
14667937.36,4524624.43,-6501.65,fracture
14668206.42,4524615.87,-6497.47,fracture
14667627.36,4524637.49,-6481.06,fracture
14667723.04,4524641.83,-6487.25,fracture
14668054.5,4524678.52,-6487.24,fracture
14667558,4524711.48,-6496.13,fracture
14667860.5,4524725.1,-6472.03,fracture
